Rank,Name,Level,Mode,Power,Class,Skills
603,Drutal,100,Hardcore,794,Sorcerer,"Inferno, Ice Shards, Flame Shield, Frost Nova, Teleport, Ice Armor"
604,GumCuzzler,100,Hardcore,781,Rogue,"Shadow Clone, Rapid Fire, Dash, Shadow Step, Poison Imbuement, Shadow Imbuement"
605,ì íë¸ì´ë¹¡êµ¬,100,Hardcore,812,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
606,Hahahardcore,100,[Dead] Hardcore,797,Rogue,"Poison Trap, Twisting Blades, Dash, Shadow Step, Dark Shroud, Shadow Clone"
607,Umaru,100,Hardcore,793,Necromancer,"Reap, Blood Surge, Decrepify, Blood Mist, Corpse Tendrils, Bone Storm"
608,NitroWar,100,[Dead] Hardcore,797,Barbarian,"Lunging Strike, Whirlwind, War Cry, Rallying Cry, Challenging Shout, Wrath of the Berserker"
609,Nemo,100,Hardcore,804,Rogue,"Twisting Blades, Puncture, Dash, Shadow Step, Dark Shroud, Poison Trap"
610,Helvetica,100,[Dead] Hardcore,804,Sorcerer,"Ice Shards, Deep Freeze, Ice Armor, Frost Nova, Teleport, Flame Shield"
611,Nemco,100,Hardcore,805,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
612,irockyoursok,100,Hardcore,777,Sorcerer,"Flame Shield, Firewall, Teleport, Frost Nova, Ice Armor, Inferno"
613,SethTREMBALA,100,Hardcore,807,Druid,"Storm Strike, Tornado, Blood Howl, Cyclone Armor, Hurricane, Grizzly Rage"
614,SteelWolf,100,Hardcore,792,Druid,"Storm Strike, Tornado, Cyclone Armor, Hurricane, Blood Howl, Grizzly Rage"
615,Darkenedlife,100,Hardcore,783,Druid,"Earth Spike, Pulverize, Debilitating Roar, Trample, Earthen Bulwark, Grizzly Rage"
616,jammyz,100,[Dead] Hardcore,791,Druid,"Claw, Cyclone Armor, Earthen Bulwark, Hurricane, Blood Howl, Grizzly Rage"
617,Singleton,100,Hardcore,823,Rogue,"Blade Shift, Twisting Blades, Poison Imbuement, Shadow Imbuement, Concealment, Dash"
618,EnteCryBoo,100,Hardcore,801,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
619,Paragoon,100,Hardcore,812,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Death Trap, Poison Trap"
620,Dedzionab,100,[Dead] Hardcore,787,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
621,RaizQT,100,Hardcore,799,Necromancer,"Bone Storm, Bone Spear, Decrepify, Corpse Tendrils, Blood Mist, Raise Skeleton"
622,CobraMansa,100,Hardcore,810,Druid,"Earthen Bulwark, Earth Spike, Landslide, Debilitating Roar, Trample, Grizzly Rage"
623,Lucifear,100,Hardcore,795,Necromancer,"Reap, Corpse Explosion, Bone Storm, Decrepify, Blood Mist, Corpse Tendrils"
624,Spitzy,100,Hardcore,794,Barbarian,"Whirlwind, Wrath of the Berserker, Lunging Strike, Rallying Cry, War Cry, Challenging Shout"
625,Lastcares,100,Hardcore,777,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
626,fennerthree,100,Hardcore,800,Sorcerer,"Ice Shards, Attack, Teleport, Frost Nova, Ice Armor, Flame Shield"
627,EnjiroTREMB,100,Hardcore,797,Sorcerer,"Flame Shield, Ice Shards, Frost Nova, Ice Armor, Inferno, Teleport"
628,ë ì´ë¸í,100,Hardcore,801,Druid,"Storm Strike, Shred, Earthen Bulwark, Blood Howl, Trample, Grizzly Rage"
629,Nomeratur,100,Hardcore,809,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
630,word,100,[Dead] Hardcore,798,Sorcerer,"Inferno, Ice Shards, Teleport, Ice Armor, Flame Shield, Frost Nova"
631,plzdontdc,100,Hardcore,816,Sorcerer,"Ice Shards, Ice Armor, Flame Shield, Frost Nova, Teleport, Meteor"
632,rixaNthree,100,Hardcore,797,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
633,Honeybadger,100,Hardcore,795,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
634,Trashgame,100,Hardcore,806,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Grizzly Rage, Debilitating Roar"
635,MocnyFull,100,[Dead] Hardcore,784,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
636,Siy,100,Hardcore,794,Sorcerer,"Fire Bolt, Firewall, Frost Nova, Inferno, Flame Shield, Teleport"
637,poisonkaboom,100,[Dead] Hardcore,798,Rogue,"Twisting Blades, Puncture, Shadow Step, Poison Trap, Dash, Death Trap"
638,Woof,100,Hardcore,775,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
639,BerryCrunch,100,[Dead] Hardcore,820,Necromancer,"Bone Splinters, Bone Spear, Corpse Tendrils, Blood Mist, Corpse Explosion, Bone Storm"
640,adam,100,Hardcore,788,Druid,"Earth Spike, Pulverize, Debilitating Roar, Earthen Bulwark, Trample, Grizzly Rage"
641,Evanuell,100,Hardcore,799,Rogue,"Puncture, Twisting Blades, Shadow Step, Shadow Imbuement, Poison Trap, Death Trap"
642,Fkthisgame,100,Hardcore,804,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
643,Aptitude,100,Hardcore,778,Barbarian,"Rallying Cry, Challenging Shout, Hammer of the Ancients, Flay, Iron Skin, War Cry"
644,Wolfboy,100,Hardcore,794,Druid,"Storm Strike, Tornado, Cyclone Armor, Blood Howl, Hurricane, Grizzly Rage"
645,Ashes,100,Hardcore,776,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
646,HutcHI,100,Hardcore,788,Sorcerer,"Ice Armor, Ice Shards, Teleport, Frost Nova, Inferno, Flame Shield"
647,Drummer,100,Hardcore,797,Rogue,"Twisting Blades, Puncture, Dark Shroud, Poison Trap, Death Trap, Shadow Step"
648,YURAM,100,Hardcore,801,Barbarian,"Flay, Whirlwind, Iron Skin, Leap, Rallying Cry, Challenging Shout"
649,Dima,100,Hardcore,806,Barbarian,"Flay, Rallying Cry, Leap, War Cry, Challenging Shout, Wrath of the Berserker"
650,Livibee,100,Hardcore,808,Sorcerer,"Flame Shield, Ice Shards, Ice Armor, Frost Nova, Deep Freeze, Teleport"
651,Drewtoe,100,Hardcore,807,Sorcerer,"Frost Nova, Ice Shards, Inferno, Flame Shield, Ice Armor, Teleport"
652,Dorva,100,Hardcore,802,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Death Trap, Poison Trap"
653,RodNelson,100,Hardcore,787,Druid,"Storm Strike, Tornado, Blood Howl, Hurricane, Grizzly Rage, Earthen Bulwark"
654,Leok,100,Hardcore,814,Rogue,"Puncture, Twisting Blades, Dash, Shadow Imbuement, Dark Shroud, Poison Imbuement"
655,VNZ,100,Hardcore,799,Rogue,"Puncture, Twisting Blades, Dash, Poison Trap, Death Trap, Dark Shroud"
656,ParekTREMB,100,Hardcore,797,Sorcerer,"Flame Shield, Ice Shards, Teleport, Frost Nova, Ice Armor, Inferno"
657,ì§ì¥ë´ì´,100,Hardcore,797,Rogue,"Puncture, Penetrating Shot, Shadow Step, Shadow Imbuement, Poison Imbuement, Dark Shroud"
658,MEBARB,100,Hardcore,802,Barbarian,"Challenging Shout, Hammer of the Ancients, Rallying Cry, War Cry, Lunging Strike, Wrath of the Berserker"
659,SingleMan,100,Hardcore,801,Druid,"Earth Spike, Pulverize, Grizzly Rage, Earthen Bulwark, Trample, Hurricane"
660,ExeDelete,100,[Dead] Hardcore,789,Necromancer,"Reap, Bone Spear, Corpse Explosion, Corpse Tendrils, Blood Mist, Bone Storm"
661,PlzNoCrash,100,[Dead] Hardcore,798,Rogue,"Puncture, Flurry, Poison Trap, Dash, Shadow Step, Death Trap"
662,mooooooooooo,100,Hardcore,807,Sorcerer,"Ice Armor, Flame Shield, Arc Lash, Frost Nova, Unstable Currents, Teleport"
663,light,100,Hardcore,791,Necromancer,"Hemorrhage, Iron Maiden, Blood Surge, Decrepify, Blood Mist, Bone Storm"
664,Flusty,100,Hardcore,780,Sorcerer,"Frost Bolt, Ice Shards, Flame Shield, Frost Nova, Deep Freeze, Teleport"
665,marciows,100,Hardcore,772,Sorcerer,"Ice Shards, Teleport, Frost Nova, Ice Armor, Deep Freeze, Flame Shield"
666,BMK,100,Hardcore,798,Sorcerer,"Ice Armor, Ice Shards, Teleport, Frost Nova, Inferno, Flame Shield"
667,Sob,100,Hardcore,797,Sorcerer,"Frost Bolt, Ice Shards, Teleport, Flame Shield, Ice Armor, Frost Nova"
668,Ace,100,Hardcore,809,Sorcerer,"Ice Shards, Deep Freeze, Frost Nova, Ice Armor, Teleport, Flame Shield"
669,Philippa,100,Hardcore,799,Sorcerer,"Ice Armor, Ice Shards, Frost Nova, Flame Shield, Teleport, Deep Freeze"
670,QuantrikRogu,100,Hardcore,805,Rogue,"Twisting Blades, Puncture, Poison Trap, Dash, Death Trap, Shadow Step"
671,ë°°ë¦¬ì¸,100,[Dead] Hardcore,779,Rogue,"Puncture, Flurry, Shadow Clone, Shadow Imbuement, Shadow Step, Dash"
672,TCPAT,100,Hardcore,788,Sorcerer,"Flame Shield, Ice Shards, Inferno, Ice Armor, Frost Nova, Teleport"
673,Yemallis,100,[Dead] Hardcore,803,Necromancer,"Hemorrhage, Blood Surge, Reap, Blood Mist, Corpse Tendrils, Iron Maiden"
674,Dcdeath,100,Hardcore,817,Sorcerer,"Deep Freeze, Ice Shards, Flame Shield, Frost Nova, Teleport, Ice Armor"
675,ArchaicDemon,100,Hardcore,785,Sorcerer,"Inferno, Ice Shards, Frost Nova, Ice Armor, Teleport, Flame Shield"
676,DJMontague,100,Hardcore,784,Necromancer,"Reap, Blood Mist, Sever, Corpse Tendrils, Corpse Explosion, Bone Storm"
677,Allakhazam,100,Hardcore,793,Necromancer,"Decrepify, Corpse Explosion, Raise Skeleton, Blood Mist, Corpse Tendrils, Golem"
678,CocaKillerTV,100,Hardcore,801,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
679,Spardact,100,Hardcore,794,Sorcerer,"Ice Shards, Teleport, Meteor, Frost Nova, Ice Armor, Flame Shield"
680,BigDamJudge,100,Hardcore,791,Druid,"Earth Spike, Pulverize, Trample, Debilitating Roar, Earthen Bulwark, Grizzly Rage"
681,Cursed,100,Hardcore,810,Barbarian,"Lunging Strike, Whirlwind, Wrath of the Berserker, Challenging Shout, Rallying Cry, War Cry"
682,ImDone,100,Hardcore,810,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
683,Arko,100,Hardcore,810,Barbarian,"Rend, Flay, War Cry, Rallying Cry, Steel Grasp, Challenging Shout"
684,ShoesAreNice,100,Hardcore,795,Rogue,"Puncture, Twisting Blades, Shadow Step, Death Trap, Dash, Poison Trap"
685,RagDan,100,Hardcore,792,Barbarian,"Wrath of the Berserker, Whirlwind, Rallying Cry, War Cry, Lunging Strike, Challenging Shout"
686,Gralliboar,100,Hardcore,805,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
687,Toki,100,Hardcore,791,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
688,kinkaru,100,Hardcore,751,Sorcerer,"Arc Lash, Flame Shield, Teleport, Frost Nova, Ice Armor, Unstable Currents"
689,Cirouss,100,Hardcore,816,Sorcerer,"Frost Bolt, Blizzard, Flame Shield, Ice Armor, Teleport, Deep Freeze"
690,ZYROSREROLL,100,Hardcore,777,Barbarian,"Whirlwind, Lunging Strike, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
691,Sternregen,100,[Dead] Hardcore,805,Sorcerer,"Arc Lash, Teleport, Unstable Currents, Ice Armor, Frost Nova, Fireball"
692,Trenza,100,Hardcore,774,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
693,Igor,100,Hardcore,812,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
694,Mangyeight,100,[Dead] Hardcore,811,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Imbuement, Death Trap"
695,isglass,100,Hardcore,819,Sorcerer,"Ice Shards, Frost Nova, Teleport, Ice Armor, Flame Shield, Deep Freeze"
696,ìëë¨ê°ë¦¬ëì¤ë±ì¤,100,Hardcore,795,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
697,Agromar,100,Hardcore,796,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, Wrath of the Berserker, Rallying Cry, War Cry"
698,ÐÐ½ÑÐµÐ¾Ð½,100,Hardcore,797,Barbarian,"Wrath of the Berserker, Whirlwind, Iron Skin, Challenging Shout, Rallying Cry, War Cry"
699,shadow,100,[Dead] Hardcore,773,Sorcerer,"Meteor, Ice Shards, Ice Armor, Frost Nova, Teleport, Flame Shield"
700,Taxi,100,Hardcore,776,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Grizzly Rage, Trample"
701,Marselo,100,Hardcore,806,Sorcerer,"Ice Shards, Flame Shield, Frost Nova, Ice Armor, Deep Freeze, Teleport"
702,Pork,100,[Dead] Hardcore,742,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
703,ë¬¸ìí¬ì¹ í¸ê¸°,100,Hardcore,776,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Poison Trap, Death Trap"
704,ElComeHijos,100,Hardcore,797,Druid,"Storm Strike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
705,DrDexxer,100,Hardcore,769,Sorcerer,"Inferno, Ice Shards, Teleport, Frost Nova, Flame Shield, Ice Armor"
706,meow,100,Hardcore,807,Rogue,"Puncture, Twisting Blades, Dash, Death Trap, Poison Trap, Shadow Step"
707,Keaarori,100,Hardcore,788,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
708,ìì´ìì´,100,Hardcore,799,Rogue,"Forceful Arrow, Penetrating Shot, Shadow Step, Shadow Imbuement, Poison Trap, Poison Imbuement"
709,Heliar,100,Hardcore,765,Druid,"Cyclone Armor, Pulverize, Earth Spike, Grizzly Rage, Earthen Bulwark, Trample"
710,QuinFatLOL,100,Hardcore,808,Barbarian,"Lunging Strike, Hammer of the Ancients, Rallying Cry, War Cry, Challenging Shout, Call of the Ancients"
711,slizard,100,Hardcore,804,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Grizzly Rage, Trample"
712,Peter,100,Hardcore,805,Druid,"Earth Spike, Pulverize, Trample, Earthen Bulwark, Debilitating Roar, Grizzly Rage"
713,Neemeses,100,[Dead] Hardcore,768,Necromancer,"Reap, Decrepify, Bone Storm, Blood Mist, Corpse Explosion, Blight"
714,Ograda,100,Hardcore,795,Druid,"Debilitating Roar, Trample, Pulverize, Earth Spike, Earthen Bulwark, Grizzly Rage"
715,GruuleHC,100,Hardcore,788,Rogue,"Puncture, Twisting Blades, Dark Shroud, Shadow Step, Poison Trap, Death Trap"
716,JAVAS,100,Hardcore,785,Rogue,"Puncture, Twisting Blades, Death Trap, Shadow Imbuement, Shadow Step, Dash"
717,Baron,100,Hardcore,753,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
718,Tim,100,Hardcore,790,Sorcerer,"Ice Shards, Flame Shield, Teleport, Ice Armor, Frost Nova, Deep Freeze"
719,Alpharius,100,Hardcore,802,Sorcerer,"Fire Bolt, Ice Shards, Teleport, Inferno, Ice Armor, Frost Nova"
720,Sypehtwo,100,Hardcore,798,Druid,"Earth Spike, Pulverize, Debilitating Roar, Earthen Bulwark, Grizzly Rage, Trample"
721,Munkmutta,100,Hardcore,814,Sorcerer,"Ice Shards, Meteor, Ice Armor, Teleport, Frost Nova, Flame Shield"
722,Marksman,100,Hardcore,801,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Imbuement, Poison Trap"
723,Degolas,100,Hardcore,754,Sorcerer,"Arc Lash, Unstable Currents, Teleport, Frost Nova, Ice Armor, Flame Shield"
724,Skillinge,100,Hardcore,819,Druid,"Earth Spike, Pulverize, Grizzly Rage, Debilitating Roar, Earthen Bulwark, Trample"
725,Scarlett,100,Hardcore,736,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
726,Liavan,100,Hardcore,798,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
727,ZwilliamFive,100,Hardcore,790,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Shadow Imbuement, Shadow Clone"
728,Lokibait,100,Hardcore,789,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Poison Trap, Dark Shroud"
729,BlueHC,100,Hardcore,788,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
730,ë°ëìëë¤,100,Hardcore,810,Barbarian,"Lunging Strike, Hammer of the Ancients, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
731,Zacra,100,Hardcore,799,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
732,pf,100,Hardcore,802,Necromancer,"Bone Splinters, Bone Spear, Bone Storm, Corpse Tendrils, Decrepify, Iron Maiden"
733,SAVAGE,100,Hardcore,820,Druid,"Earth Spike, Pulverize, Trample, Grizzly Rage, Earthen Bulwark, Debilitating Roar"
734,GGmanBone,100,Hardcore,808,Necromancer,"Bone Spear, Bone Splinters, Corpse Tendrils, Golem, Decrepify, Blood Mist"
735,Lambrughini,100,Hardcore,782,Barbarian,"Lunging Strike, Whirlwind, War Cry, Challenging Shout, Rallying Cry, Wrath of the Berserker"
736,Valae,100,Hardcore,757,Druid,"Debilitating Roar, Pulverize, Earthen Bulwark, Trample, Earth Spike, Grizzly Rage"
737,ê¹ë§,100,Hardcore,811,Necromancer,"Bone Splinters, Bone Spear, Corpse Explosion, Corpse Tendrils, Blood Mist, Bone Storm"
738,Charlton,100,Hardcore,822,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
739,ZackianBarb,100,Hardcore,780,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
740,KaiSa,100,Hardcore,762,Rogue,"Poison Trap, Rapid Fire, Dash, Shadow Clone, Shadow Imbuement, Dark Shroud"
741,BazookaJoe,100,Hardcore,775,Barbarian,"Flay, Steel Grasp, Rallying Cry, Challenging Shout, War Cry, Iron Skin"
742,Reekk,100,Hardcore,808,Druid,"Storm Strike, Tornado, Hurricane, Earthen Bulwark, Blood Howl, Grizzly Rage"
743,SuperDeadTed,100,Hardcore,803,Druid,"Storm Strike, Tornado, Earthen Bulwark, Blood Howl, Hurricane, Grizzly Rage"
744,HÃ£ppÃ¿Ã§Ã ÃÃÃ¡gÃª,100,[Dead] Hardcore,805,Rogue,"Puncture, Penetrating Shot, Shadow Imbuement, Concealment, Dash, Poison Imbuement"
745,Azerian,100,[Dead] Hardcore,0,Sorcerer,
746,vrydead,100,Hardcore,782,Barbarian,"Lunging Strike, Hammer of the Ancients, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
747,GaryGiggles,100,Hardcore,804,Barbarian,"Iron Skin, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
748,ìê¸ë¦¿ì¬í¸ê¸°,100,Hardcore,799,Necromancer,"Bone Splinters, Bone Spear, Corpse Tendrils, Corpse Explosion, Bone Storm, Blood Mist"
749,Metro,100,Hardcore,816,Necromancer,"Bone Splinters, Bone Spear, Corpse Explosion, Corpse Tendrils, Bone Prison, Bone Storm"
750,cloxygen,100,Hardcore,797,Druid,"Earth Spike, Pulverize, Trample, Earthen Bulwark, Debilitating Roar, Grizzly Rage"
751,Ainji,100,Hardcore,766,Rogue,"Puncture, Twisting Blades, Dark Shroud, Poison Trap, Shadow Imbuement, Dash"
752,Heyashi,100,Hardcore,768,Sorcerer,"Frost Bolt, Ice Shards, Frost Nova, Teleport, Deep Freeze, Ice Armor"
753,Fatbolado,100,Hardcore,783,Necromancer,"Hemorrhage, Blood Surge, Iron Maiden, Bone Storm, Blood Mist, Golem"
754,aLovedHater,100,Hardcore,797,Necromancer,"Reap, Blood Surge, Decrepify, Blood Mist, Corpse Tendrils, Corpse Explosion"
755,Eggnogaholic,100,Hardcore,792,Sorcerer,"Ice Shards, Flame Shield, Teleport, Ice Armor, Frost Nova, Deep Freeze"
756,gravesdigger,100,Hardcore,794,Necromancer,"Bone Spear, Bone Splinters, Blood Mist, Bone Storm, Corpse Explosion, Corpse Tendrils"
757,ê°ìì,100,Hardcore,819,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Blood Howl, Cyclone Armor"
758,Sewastorm,100,Hardcore,800,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
759,bsontwo,100,Hardcore,773,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Grizzly Rage"
760,baox,100,Hardcore,797,Sorcerer,"Flame Shield, Ice Shards, Frost Nova, Teleport, Ice Armor, Meteor"
761,Domino,100,Hardcore,805,Druid,"Earth Spike, Pulverize, Debilitating Roar, Trample, Earthen Bulwark, Grizzly Rage"
762,Wiper,100,Hardcore,806,Necromancer,"Bone Splinters, Bone Spear, Bone Storm, Decrepify, Blood Mist, Corpse Tendrils"
763,Ateraxis,100,Hardcore,755,Necromancer,"Bone Splinters, Bone Spear, Corpse Explosion, Corpse Tendrils, Iron Maiden, Blood Mist"
764,Sunnix,100,Hardcore,805,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
765,Noth,100,Hardcore,795,Necromancer,"Hemorrhage, Blood Surge, Bone Storm, Iron Maiden, Decrepify, Corpse Tendrils"
766,ì ì¤ëë£¨,100,Hardcore,802,Druid,"Storm Strike, Tornado, Hurricane, Cyclone Armor, Blood Howl, Grizzly Rage"
767,BlueyGirl,100,Hardcore,800,Rogue,"Puncture, Twisting Blades, Dash, Shadow Step, Poison Trap, Death Trap"
768,luvyrslf,100,Hardcore,812,Rogue,"Dark Shroud, Twisting Blades, Dash, Shadow Step, Poison Trap, Shadow Clone"
769,Svemoguci,100,Hardcore,802,Sorcerer,"Arc Lash, Frost Nova, Unstable Currents, Flame Shield, Ice Armor, Teleport"
770,LeonCloud,100,Hardcore,820,Rogue,"Puncture, Twisting Blades, Dark Shroud, Shadow Imbuement, Poison Imbuement, Shadow Clone"
771,FrostSorc,100,Hardcore,812,Sorcerer,"Ice Shards, Meteor, Frost Nova, Teleport, Ice Armor, Flame Shield"
772,LarkManders,100,Hardcore,793,Druid,"Storm Strike, Pulverize, Earthen Bulwark, Debilitating Roar, Trample, Petrify"
773,ëë£¨ì¼í¸,100,Hardcore,799,Druid,"Debilitating Roar, Pulverize, Earth Spike, Trample, Earthen Bulwark, Grizzly Rage"
774,ì¤ì¸ì¨ë¯¸,100,[Dead] Hardcore,798,Rogue,"Puncture, Twisting Blades, Poison Imbuement, Death Trap, Shadow Step, Poison Trap"
775,ê³°,100,Hardcore,808,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
776,Draaxx,100,Hardcore,767,Rogue,"Puncture, Twisting Blades, Death Trap, Poison Trap, Dash, Shadow Step"
777,Pancarte,100,[Dead] Hardcore,816,Druid,"Claw, Poison Creeper, Earthen Bulwark, Debilitating Roar, Hurricane, Trample"
778,SmileD,100,Hardcore,806,Druid,"Earth Spike, Pulverize, Earthen Bulwark, Trample, Debilitating Roar, Grizzly Rage"
779,Klupatwins,100,[Dead] Hardcore,783,Sorcerer,"Fire Bolt, Ice Shards, Teleport, Frost Nova, Flame Shield, Inferno"
780,Nejima,100,Hardcore,810,Rogue,"Puncture, Twisting Blades, Shadow Step, Dash, Shadow Clone, Shadow Imbuement"
781,boopfour,100,Hardcore,786,Druid,"Earth Spike, Pulverize, Cyclone Armor, Trample, Earthen Bulwark, Grizzly Rage"
782,Spiritdruid,100,Hardcore,807,Druid,"Wind Shear, Pulverize, Earthen Bulwark, Blood Howl, Grizzly Rage, Trample"
783,Fahros,100,Hardcore,800,Rogue,"Forceful Arrow, Penetrating Shot, Poison Trap, Shadow Step, Shadow Imbuement, Concealment"
784,Klatschperle,100,Hardcore,768,Barbarian,"Lunging Strike, Hammer of the Ancients, Rallying Cry, Challenging Shout, War Cry, Wrath of the Berserker"
785,Jamo,100,Hardcore,805,Sorcerer,"Ice Armor, Firewall, Frost Nova, Inferno, Teleport, Flame Shield"
786,Hika,100,Hardcore,815,Druid,"Hurricane, Claw, Blood Howl, Cyclone Armor, Shred, Grizzly Rage"
787,Tetsu,100,Hardcore,821,Barbarian,"Lunging Strike, Whirlwind, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
788,Bonechiller,100,Hardcore,789,Necromancer,"Bone Splinters, Bone Spear, Bone Storm, Golem, Corpse Explosion, Corpse Tendrils"
789,ëìë¥´,100,Hardcore,811,Rogue,"Puncture, Twisting Blades, Caltrops, Shadow Clone, Dash, Poison Trap"
790,íì¨ì¬í¸,100,Hardcore,798,Necromancer,"Reap, Bone Spear, Blood Mist, Decrepify, Bone Storm, Golem"
791,ìì ì ì¼ëë²ì§¸ì¼ë¦­,100,Hardcore,815,Druid,"Earth Spike, Pulverize, Debilitating Roar, Trample, Earthen Bulwark, Grizzly Rage"
792,Aladdin,100,Hardcore,809,Druid,"Storm Strike, Tornado, Hurricane, Blood Howl, Cyclone Armor, Grizzly Rage"
793,JackBash,100,Hardcore,772,Druid,"Tornado, Trample, Storm Strike, Hurricane, Blood Howl, Grizzly Rage"
794,FearlessHC,100,Hardcore,788,Barbarian,"Lunging Strike, Whirlwind, Challenging Shout, Rallying Cry, War Cry, Wrath of the Berserker"
795,Lindishna,100,Hardcore,796,Rogue,"Puncture, Twisting Blades, Dash, Poison Trap, Death Trap, Shadow Step"
796,Obdurate,100,Hardcore,796,Sorcerer,"Ice Armor, Ice Shards, Flame Shield, Frost Nova, Deep Freeze, Teleport"
797,Pranto,100,Hardcore,804,Druid,"Earth Spike, Pulverize, Trample, Debilitating Roar, Earthen Bulwark, Grizzly Rage"
798,Kazzay,100,Hardcore,799,Barbarian,"Whirlwind, Wrath of the Berserker, Lunging Strike, Challenging Shout, War Cry, Rallying Cry"
799,Odx,100,[Dead] Hardcore,805,Barbarian,"Lunging Strike, Hammer of the Ancients, Rallying Cry, War Cry, Challenging Shout, Wrath of the Berserker"
800,Koko,100,Hardcore,792,Necromancer,"Bone Splinters, Bone Spear, Decrepify, Blood Mist, Corpse Explosion, Corpse Tendrils"
801,GIGABOY,100,Hardcore,805,Druid,"Storm Strike, Tornado, Blood Howl, Hurricane, Cyclone Armor, Grizzly Rage"
